"src","dst","label"
16576,35125,TRUE
35125,46704,TRUE
46704,586506,TRUE
46704,804786,TRUE
48598,329680,TRUE
206799,327621,TRUE
36310,125196,TRUE
101122,506751,TRUE
506751,468761,TRUE
586547,101417,TRUE
554712,748423,TRUE
659801,718344,TRUE
748430,748461,TRUE
405749,227250,TRUE
36319,506140,TRUE
36319,249060,TRUE
103145,506788,TRUE
103145,748450,TRUE
100843,748456,TRUE
103146,103147,TRUE
103144,331547,TRUE
103143,748487,TRUE
103144,331546,TRUE
103148,1085247,TRUE
103148,148045,TRUE
148045,1070714,TRUE
99543,1085263,TRUE
49445,1085275,TRUE
215480,215481,TRUE
215481,1085295,TRUE
778987,1085297,TRUE
97062,330049,TRUE
97062,330050,TRUE
97062,222732,TRUE
222732,1085342,TRUE
71128,83366,TRUE
461530,83374,TRUE
83374,952688,TRUE
83366,83377,TRUE
83366,83373,TRUE
83373,1988261,TRUE
99374,1314756,TRUE
30760,35427,TRUE
35427,331002,TRUE
35119,460386,TRUE
10172,345911,TRUE
27177,189847,TRUE
16576,586506,FALSE
16576,1988261,FALSE
16576,148045,FALSE
16576,331547,FALSE
16576,1085275,FALSE
35125,1085247,FALSE
35125,331002,FALSE
35125,460386,FALSE
35125,189847,FALSE
35125,748487,FALSE
46704,83377,FALSE
46704,125196,FALSE
46704,46704,FALSE
46704,331547,FALSE
46704,748423,FALSE
46704,1085342,FALSE
46704,83374,FALSE
46704,506140,FALSE
46704,222732,FALSE
48598,468761,FALSE
48598,506751,FALSE
48598,331002,FALSE
48598,506140,FALSE
48598,83366,FALSE
206799,1085297,FALSE
206799,804786,FALSE
206799,1314756,FALSE
206799,1988261,FALSE
206799,83366,FALSE
36310,331546,FALSE
36310,748450,FALSE
36310,1314756,FALSE
36310,1085342,FALSE
36310,330050,FALSE
101122,101417,FALSE
101122,327621,FALSE
101122,46704,FALSE
101122,718344,FALSE
101122,83377,FALSE
506751,748423,FALSE
506751,249060,FALSE
506751,83366,FALSE
506751,460386,FALSE
506751,1085295,FALSE
586547,1314756,FALSE
586547,718344,FALSE
586547,330049,FALSE
586547,1085295,FALSE
586547,330050,FALSE
554712,718344,FALSE
554712,103147,FALSE
554712,227250,FALSE
554712,952688,FALSE
554712,148045,FALSE
659801,330050,FALSE
659801,460386,FALSE
659801,804786,FALSE
659801,215481,FALSE
659801,1085247,FALSE
748430,1085263,FALSE
748430,460386,FALSE
748430,330050,FALSE
748430,331002,FALSE
748430,718344,FALSE
405749,222732,FALSE
405749,35125,FALSE
405749,331547,FALSE
405749,952688,FALSE
405749,327621,FALSE
36319,748450,FALSE
36319,329680,FALSE
36319,1085297,FALSE
36319,103147,FALSE
36319,345911,FALSE
36319,952688,FALSE
36319,748423,FALSE
36319,148045,FALSE
36319,468761,FALSE
36319,1085275,FALSE
103145,331002,FALSE
103145,1085275,FALSE
103145,35125,FALSE
103145,101417,FALSE
103145,1085295,FALSE
103145,586506,FALSE
103145,506751,FALSE
103145,227250,FALSE
100843,804786,FALSE
100843,468761,FALSE
100843,748487,FALSE
100843,1085275,FALSE
100843,35427,FALSE
103146,83373,FALSE
103146,468761,FALSE
103146,506788,FALSE
103146,506751,FALSE
103146,35427,FALSE
103144,748450,FALSE
103144,1085297,FALSE
103144,468761,FALSE
103144,330050,FALSE
103144,83374,FALSE
103143,215481,FALSE
103143,748456,FALSE
103143,1988261,FALSE
103143,1085342,FALSE
103143,1314756,FALSE
103144,748456,FALSE
103144,148045,FALSE
103144,718344,FALSE
103144,1085263,FALSE
103148,804786,FALSE
103148,83377,FALSE
103148,1085297,FALSE
103148,468761,FALSE
103148,506751,FALSE
103148,35125,FALSE
103148,249060,FALSE
103148,330050,FALSE
103148,222732,FALSE
148045,222732,FALSE
148045,215481,FALSE
148045,952688,FALSE
148045,46704,FALSE
148045,327621,FALSE
99543,1070714,FALSE
99543,215481,FALSE
99543,83377,FALSE
99543,718344,FALSE
99543,1085295,FALSE
49445,506140,FALSE
49445,83373,FALSE
49445,1070714,FALSE
49445,952688,FALSE
49445,227250,FALSE
215480,35427,FALSE
215480,1988261,FALSE
215480,345911,FALSE
215480,103147,FALSE
215480,1085295,FALSE
215481,1314756,FALSE
215481,952688,FALSE
215481,345911,FALSE
215481,125196,FALSE
215481,748450,FALSE
778987,222732,FALSE
778987,748456,FALSE
778987,331546,FALSE
778987,1070714,FALSE
778987,1314756,FALSE
97062,227250,FALSE
97062,1314756,FALSE
97062,331546,FALSE
97062,804786,FALSE
97062,148045,FALSE
97062,249060,FALSE
97062,506140,FALSE
97062,1085247,FALSE
97062,506788,FALSE
97062,748461,FALSE
97062,1085295,FALSE
97062,83373,FALSE
97062,215481,FALSE
222732,748423,FALSE
222732,748456,FALSE
222732,331002,FALSE
222732,83373,FALSE
222732,331546,FALSE
71128,148045,FALSE
71128,506751,FALSE
71128,83374,FALSE
71128,1314756,FALSE
71128,330050,FALSE
461530,329680,FALSE
461530,103147,FALSE
461530,331546,FALSE
461530,1085247,FALSE
461530,460386,FALSE
83374,46704,FALSE
83374,1085247,FALSE
83374,1988261,FALSE
83374,227250,FALSE
83374,125196,FALSE
83366,227250,FALSE
83366,1085342,FALSE
83366,331546,FALSE
83366,1314756,FALSE
83366,748450,FALSE
83366,125196,FALSE
83366,748423,FALSE
83366,46704,FALSE
83366,35427,FALSE
83373,748423,FALSE
83373,101417,FALSE
83373,748450,FALSE
83373,330050,FALSE
83373,952688,FALSE
99374,331546,FALSE
99374,804786,FALSE
99374,748456,FALSE
99374,748461,FALSE
99374,506751,FALSE
30760,506788,FALSE
30760,222732,FALSE
30760,215481,FALSE
30760,331547,FALSE
30760,748487,FALSE
35427,227250,FALSE
35427,148045,FALSE
35427,748461,FALSE
35427,506140,FALSE
35427,330049,FALSE
35119,35427,FALSE
35119,330049,FALSE
35119,249060,FALSE
35119,83374,FALSE
35119,1085275,FALSE
10172,83373,FALSE
10172,215481,FALSE
10172,249060,FALSE
10172,329680,FALSE
10172,506788,FALSE
27177,748461,FALSE
27177,35125,FALSE
27177,83366,FALSE
27177,331002,FALSE
27177,329680,FALSE
