"src","dst","label"
900630,1424005,TRUE
4280643,1847895,TRUE
445643,68114,TRUE
82945,507071,TRUE
3300671,209366,TRUE
711924,3496637,TRUE
424538,424533,TRUE
261591,2658361,TRUE
186068,48995,TRUE
507673,507676,TRUE
216596,3916770,TRUE
349299,349302,TRUE
324900,506560,TRUE
51819,506335,TRUE
673704,1429002,TRUE
364557,1784281,TRUE
180413,674376,TRUE
353758,1639781,TRUE
422214,3769103,TRUE
610261,3197431,TRUE
251685,459767,TRUE
523840,4000285,TRUE
233083,233084,TRUE
339710,4244592,TRUE
408384,674683,TRUE
60012,4156991,TRUE
412768,1632032,TRUE
177321,4040457,TRUE
524849,2726235,TRUE
96020,4290569,TRUE
1267799,1689108,TRUE
25,869508,TRUE
1702917,1702918,TRUE
75589,483468,TRUE
93453,538643,TRUE
33860,1167656,TRUE
215797,1495542,TRUE
1884935,1884934,TRUE
229405,2187292,TRUE
1926525,1926526,TRUE
1243654,59546,TRUE
98558,1315114,TRUE
14162,49227,TRUE
242889,952943,TRUE
242889,952944,TRUE
217437,217938,TRUE
817647,817644,TRUE
1417969,1417970,TRUE
59763,2681810,TRUE
452709,2515304,TRUE
453039,798635,TRUE
36,460240,TRUE
234023,1572765,TRUE
392675,3338731,TRUE
63407,1423698,TRUE
1208613,1412389,TRUE
964351,2137805,TRUE
34988,3492845,TRUE
83000,792074,TRUE
1599604,1599603,TRUE
252617,1788783,TRUE
112754,1395202,TRUE
2114864,1950644,TRUE
405588,810339,TRUE
214846,1186592,TRUE
22438,476788,TRUE
4273,944149,TRUE
2561182,2561183,TRUE
2245401,1756461,TRUE
112830,112831,TRUE
1924582,1924583,TRUE
1219954,2111439,TRUE
190247,1291116,TRUE
1220333,68114,TRUE
1253770,4305271,TRUE
129668,129664,TRUE
768779,768780,TRUE
390461,4103954,TRUE
2178159,3414823,TRUE
83720,3018895,TRUE
111256,111257,TRUE
2805892,729007,TRUE
760392,4025881,TRUE
15511,459096,TRUE
1778956,226502,TRUE
167877,2116793,TRUE
855104,855105,TRUE
523941,523940,TRUE
52635,966169,TRUE
5212,1687927,TRUE
308502,1315114,TRUE
735327,1551287,TRUE
723280,1980745,TRUE
2016620,1883395,TRUE
15525,1781607,TRUE
2230411,2034820,TRUE
2177315,2177316,TRUE
97986,3568921,TRUE
242828,1354283,TRUE
265779,1324130,TRUE
225013,3082940,TRUE
346498,346487,TRUE
3199,275447,TRUE
84076,84075,TRUE
1699523,1854118,TRUE
54801,572633,TRUE
6879,485461,TRUE
1031970,3533311,TRUE
539226,1885391,TRUE
33265,189076,TRUE
252069,1081102,TRUE
71133,579363,TRUE
844370,1918032,TRUE
958977,958978,TRUE
253058,1707728,TRUE
147767,3399498,TRUE
483408,3976403,TRUE
274796,3018839,TRUE
1346153,409882,TRUE
188408,188406,TRUE
539283,539285,TRUE
83199,338707,TRUE
332987,2498713,TRUE
550872,824109,TRUE
959564,959565,TRUE
10638,2769851,TRUE
3625477,43117,TRUE
933704,2219249,TRUE
1298743,1450461,TRUE
416166,2491520,TRUE
202914,923565,TRUE
836361,1120313,TRUE
478254,3943762,TRUE
125424,2801923,TRUE
40929,40928,TRUE
321218,298241,TRUE
926241,669500,TRUE
2643086,2643087,TRUE
520850,172500,TRUE
350488,67234,TRUE
86956,3501405,TRUE
262620,523448,TRUE
3608797,544829,TRUE
404705,404704,TRUE
2242374,396061,TRUE
303715,303714,TRUE
43122,85126,TRUE
23435,869707,TRUE
67149,268187,TRUE
26244,194767,TRUE
77036,2860405,TRUE
71144,205197,TRUE
959712,1276005,TRUE
160795,3976387,TRUE
503727,879496,TRUE
1366637,1366636,TRUE
1757475,1757476,TRUE
873959,151669,TRUE
614204,614201,TRUE
335109,1781673,TRUE
325194,1536911,TRUE
264375,264373,TRUE
699688,2278014,TRUE
270367,510346,TRUE
922005,68129,TRUE
16026,1934033,TRUE
2891218,508095,TRUE
480825,4532024,TRUE
407827,407826,TRUE
2529338,4681658,TRUE
1955037,1955038,TRUE
1194806,397442,TRUE
99139,1939072,TRUE
618045,618046,TRUE
355846,355863,TRUE
39859,1065488,TRUE
32280,1213900,TRUE
3804665,1154794,TRUE
20665,435002,TRUE
3225925,1038625,TRUE
2240034,2336474,TRUE
4412675,3839559,TRUE
1839926,2314013,TRUE
1418174,1940166,TRUE
331632,741904,TRUE
249611,346497,TRUE
3272600,3272601,TRUE
74841,2780360,TRUE
137937,85104,TRUE
460686,460687,TRUE
35859,483325,TRUE
956727,541598,TRUE
191890,792707,TRUE
9778,1799927,TRUE
1385224,3880064,TRUE
459097,1088991,TRUE
157617,1269250,TRUE
2215099,2215098,TRUE
932831,1647778,TRUE
2013875,2972775,TRUE
823477,2047426,TRUE
86477,113325,TRUE
166515,1127386,TRUE
20156,20154,TRUE
483410,3976403,TRUE
900630,508095,FALSE
900630,3018895,FALSE
900630,1366636,FALSE
900630,346497,FALSE
900630,768780,FALSE
4280643,2860405,FALSE
4280643,1167656,FALSE
4280643,194767,FALSE
4280643,1291116,FALSE
4280643,298241,FALSE
445643,346497,FALSE
445643,460687,FALSE
445643,1980745,FALSE
445643,2972775,FALSE
445643,3501405,FALSE
82945,233084,FALSE
82945,1276005,FALSE
82945,459767,FALSE
82945,1186592,FALSE
82945,2314013,FALSE
3300671,1324130,FALSE
3300671,741904,FALSE
3300671,3976387,FALSE
3300671,1213900,FALSE
3300671,544829,FALSE
711924,1784281,FALSE
711924,264373,FALSE
711924,483325,FALSE
711924,817644,FALSE
711924,1412389,FALSE
424538,275447,FALSE
424538,952944,FALSE
424538,1702918,FALSE
424538,476788,FALSE
424538,768780,FALSE
261591,944149,FALSE
261591,3399498,FALSE
261591,1412389,FALSE
261591,346487,FALSE
261591,1081102,FALSE
186068,460240,FALSE
186068,4305271,FALSE
186068,113325,FALSE
186068,1450461,FALSE
186068,1088991,FALSE
507673,4025881,FALSE
507673,2780360,FALSE
507673,3501405,FALSE
507673,85126,FALSE
507673,1495542,FALSE
216596,4025881,FALSE
216596,483325,FALSE
216596,2047426,FALSE
216596,2643087,FALSE
216596,1291116,FALSE
349299,1955038,FALSE
349299,275447,FALSE
349299,3533311,FALSE
349299,1639781,FALSE
349299,1781607,FALSE
324900,1291116,FALSE
324900,1781673,FALSE
324900,3338731,FALSE
324900,2219249,FALSE
324900,508095,FALSE
51819,958978,FALSE
51819,810339,FALSE
51819,1885391,FALSE
51819,798635,FALSE
51819,1756461,FALSE
673704,188406,FALSE
673704,2658361,FALSE
673704,1324130,FALSE
673704,2498713,FALSE
673704,67234,FALSE
364557,349302,FALSE
364557,4156991,FALSE
364557,346497,FALSE
364557,264373,FALSE
364557,85104,FALSE
180413,189076,FALSE
180413,1781607,FALSE
180413,539285,FALSE
180413,3018895,FALSE
180413,1707728,FALSE
353758,923565,FALSE
353758,1395202,FALSE
353758,1702918,FALSE
353758,792074,FALSE
353758,2491520,FALSE
422214,485461,FALSE
422214,460687,FALSE
422214,1950644,FALSE
422214,2219249,FALSE
422214,1599603,FALSE
610261,2515304,FALSE
610261,1924583,FALSE
610261,1883395,FALSE
610261,544829,FALSE
610261,226502,FALSE
251685,4103954,FALSE
251685,409882,FALSE
251685,3916770,FALSE
251685,3769103,FALSE
251685,669500,FALSE
523840,2491520,FALSE
523840,4681658,FALSE
523840,2726235,FALSE
523840,614201,FALSE
523840,1412389,FALSE
233083,1429002,FALSE
233083,3082940,FALSE
233083,1154794,FALSE
233083,275447,FALSE
233083,3197431,FALSE
339710,4532024,FALSE
339710,151669,FALSE
339710,2726235,FALSE
339710,798635,FALSE
339710,614201,FALSE
408384,3976387,FALSE
408384,338707,FALSE
408384,2278014,FALSE
408384,264373,FALSE
408384,2047426,FALSE
60012,506560,FALSE
60012,1551287,FALSE
60012,1213900,FALSE
60012,346497,FALSE
60012,2860405,FALSE
412768,2215098,FALSE
412768,2726235,FALSE
412768,2034820,FALSE
412768,869707,FALSE
412768,396061,FALSE
177321,2780360,FALSE
177321,2219249,FALSE
177321,1885391,FALSE
177321,1572765,FALSE
177321,3414823,FALSE
524849,4156991,FALSE
524849,1395202,FALSE
524849,2215098,FALSE
524849,2116793,FALSE
524849,674376,FALSE
96020,1707728,FALSE
96020,3018839,FALSE
96020,111257,FALSE
96020,2561183,FALSE
96020,1186592,FALSE
1267799,768780,FALSE
1267799,1269250,FALSE
1267799,2187292,FALSE
1267799,2726235,FALSE
1267799,507676,FALSE
25,2336474,FALSE
25,2780360,FALSE
25,1495542,FALSE
25,397442,FALSE
25,544829,FALSE
1702917,2658361,FALSE
1702917,3492845,FALSE
1702917,3399498,FALSE
1702917,151669,FALSE
1702917,233084,FALSE
75589,1687927,FALSE
75589,346487,FALSE
75589,3018839,FALSE
75589,1551287,FALSE
75589,1495542,FALSE
93453,1213900,FALSE
93453,3018839,FALSE
93453,2278014,FALSE
93453,275447,FALSE
93453,669500,FALSE
33860,768780,FALSE
33860,810339,FALSE
33860,1784281,FALSE
33860,4156991,FALSE
33860,523448,FALSE
215797,798635,FALSE
215797,1918032,FALSE
215797,579363,FALSE
215797,1536911,FALSE
215797,544829,FALSE
1884935,1756461,FALSE
1884935,4156991,FALSE
1884935,510346,FALSE
1884935,669500,FALSE
1884935,68114,FALSE
229405,3414823,FALSE
229405,397442,FALSE
229405,614201,FALSE
229405,1276005,FALSE
229405,129664,FALSE
1926525,189076,FALSE
1926525,483325,FALSE
1926525,1572765,FALSE
1926525,1423698,FALSE
1926525,1291116,FALSE
1243654,923565,FALSE
1243654,3197431,FALSE
1243654,959565,FALSE
1243654,43117,FALSE
1243654,435002,FALSE
98558,3976387,FALSE
98558,1647778,FALSE
98558,1213900,FALSE
98558,275447,FALSE
98558,85126,FALSE
14162,435002,FALSE
14162,460687,FALSE
